participant,graph_nodes,question_level,adaptation,semi_subtype,error_type,keypress_norm,answer_norm,responded_in_time,rt_observed,update_questions,graph_image
sphynx_4,12,2,semi_adapted,shape_nodes,wrong_answer,0,2,True,15.748534099999262,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png
sphynx_4,12,2,semi_adapted,edge_width,wrong_answer,9,4,True,17.002916500001447,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,samples/12 node/12_nodes_S00156/no_caption/edge_width_connection_number.png
sphynx_4,12,2,semi_adapted,color_nodes,wrong_answer,2,6,True,15.308933999996952,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png
sphynx_11,12,2,semi_adapted,shape_nodes,no_response,,2,False,,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png
sphynx_11,12,2,semi_adapted,edge_width,no_response,,4,False,,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,samples/12 node/12_nodes_S00156/no_caption/edge_width_connection_number.png
sphynx_11,12,2,semi_adapted,color_nodes,wrong_answer,4,6,True,17.820464600001287,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png
sphynx_11,12,2,semi_adapted,size_nodes,wrong_answer,2,1,True,17.5498435000045,Count the number of MALWARE nodes with high connection counts (node size 7-10),samples/12 node/12_nodes_S00153/no_caption/nodes_size_value.png
sphynx_8,12,2,semi_adapted,edge_width,wrong_answer,3,4,True,14.856940300087444,Count the number of ATTACK PATTERN nodes connected with at least 1 low confidence edge? (confidence of 1-3).,samples/12 node/12_nodes_S00156/no_caption/edge_width_connection_number.png
sphynx_8,12,2,semi_adapted,color_nodes,wrong_answer,3,6,True,12.519942100043409,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png
sphynx_9,12,2,semi_adapted,shape_nodes,no_response,,2,False,,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png
sphynx_9,12,2,semi_adapted,color_nodes,wrong_answer,5,6,True,16.950345299905166,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png
sphynx_9,12,2,semi_adapted,size_nodes,wrong_answer,3,1,True,17.668999799993117,Count the number of MALWARE nodes with high connection counts (node size 7-10),samples/12 node/12_nodes_S00153/no_caption/nodes_size_value.png
sphynx_2,12,2,semi_adapted,shape_nodes,wrong_answer,1,2,True,13.711540299991611,Count the number of MALWARE nodes connected with at least 1 high confidence edge ( confidence 7-10).,samples/12 node/12_nodes_S00147/no_caption/nodes_shape_tlp.png
sphynx_2,12,2,semi_adapted,color_nodes,no_response,,6,False,,Count the number of nodes with TLP:RED connected to at least 1 node with high connection count (node size 7-10).,samples/12 node/12_nodes_S00150/no_caption/nodes_color_type.png
